data\ca\1022639\15683841\646494884.html,Blue View Chalets,"""You would be amiss to not book with Blue View Chalet. From a holistic take, everything about the BVC is perfection\u2014accommodations, activities, logistics and rec equipment, not to mention the professionalism and care of the hosts. This is easily my go-to when the serenity of nature is calling. I had some of the best sleep of my life while staying, and left feeling energized and ready to take on the world. The ultimate upshot? This is a beautiful family-owned business that adds that extra touch of cozy to an already outstanding destination. Book book book! \n\np.s. caught one gorgeous sunset on camera but otherwise was in too blissful of a state to be on the phone. :-)",5,positive,"January 16, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\646819468.html,Blue View Chalets,"""We stayed at Blue View Chalets several times. Every chalet we stayed at was very clean and perfect for our groups and family. The location, the view, the space, everything is perfect for us! Highly recommended!",5,positive,"January 18, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\646936299.html,Blue View Chalets,"""We loved this chalet! The perfect location - we walked everywhere. Hiked the mountain, hung out in the village, and enjoyed the well equipped kitchen for cooking group meals. It was very comfortable to cozy up in the living room and look out the beautiful windows with a glass of red wine.",5,positive,"January 19, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\646940043.html,Blue View Chalets,"""This place was a great weekend getaway for our group from Toronto. There were many great spaces where we could gather such as the large dining table, fully outfitted kitchen, beautiful deck (with glass railing), and dock on the lake. The many bedrooms let each of us have our private space too. Looking forward to making it a new tradition to visit every summer!",5,positive,"January 19, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\646957283.html,Blue View Chalets,"""I've stayed at the Blue View Chalets a number of times over the years in winter and summer. Great for families looking for a getaway to the slopes of blue mountain. Also great for a group of friends in the summer. Hot tub, beautiful finishes, large comfortable bedrooms. And the view is incredible. Wouldn't stay anywhere else!",5,positive,"January 19, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\648581678.html,Blue View Chalets,"""We had an absolutely wonderful time at the Chalet. The property offered so much and there was a great combo of relaxation and activities especially being on the water. Accommodations had everything we needed and it was just a short travel to Blue Mountain. We hope to be back in the near future.",5,positive,"January 27, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\649723492.html,Blue View Chalets,"""I stayed at Blue View Chalets with friends and so highly recommend it! We had such an incredible experience - the chalets are clean, well-equipped and super cozy, rooms are spacious and comfortable, and they were a pleasure to deal with. Also a great setup for a bigger group. I hope to go back for another stay soon!!",5,positive,"February 2, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\716435694.html,Blue View Chalets,"""The Chalet was very cozy and basically clean.  Needed to get the Cleaners to come make sure it was spick and span!  Enjoy a 4 day stay with my Children and my Grandchildren.  I would definitely do this again.",5,positive,"October 8, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\732859185.html,Blue View Chalets,"""The Corona was a central spot for my family to travel to and celebrate the Christmas season. Michael the maintenance man and Abeer the owner were very accessible and accommodating. The space was perfect for fireside conversations, secret hiding spots for grandchildren\u2019s hide n seek, a few floor hockey games in the basement hall and of course the hot tub and steam room for relaxing and relieving  aching muscles and joints. The two fridges were great for food and drinks. The whole family enjoyed the fireworks on Saturday night. My four year old grandson didn\u2019t want to leave \u2018cause I really like this fun house\u2019. Thanks for everything and maybe we will be back sometime.",5,positive,"December 15, 2019",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\15683841\762160033.html,Blue View Chalets,"""This is based on my experience and overall opinion. Where do we begin? We stayed in the complex for 7 nights and had nothing from a bad experience from the second we entered the 1st chalet. We stayed in a pet friendly chalet but for new guests there was an abundance of dog hair left everywhere on the floors on the sofas dog urine in the carpets the list can go on! We were then transferred to another \u201Ccleaner\u201D unit but the smell of mold and and wet dirty rugs was a smell like no other, candles and drier sheets everywhere couldn\u2019t even take the smell away and the 3rd unit had a completely flooded room in the basement so we had 1 less room for our accommodations. For me there was NO Covid enhanced cleaning like stayed on the website and no pool cleaning in between each chalets use! I would strongly suggest someone take a drive up and check for yourself before being stuck there especially if you are nervous about travelling and Covid procedures.",1,negative,"July 29, 2020",104 Brooker Blvd Units 1-8,,Ontario,L9Y 0L3
data\ca\1022639\16676256\703232686.html,Ski Blue,"""ITS CALLED NORTH CREEK RESORT AND BLUE! DON'T WASTE YOUR MONEY!!! NEVER GOING BACK AGAIN. THIS PLACE IS HORRIBLE THE MANAGER KIRSTEN IS NOT HELPFUL AND WOULDN'T EVEN GIVE US A CREDIT AFTER THEY LOCKED US OUT OF OUR ROOM! Oh they used the excuse they change the codes every 3 weeks, so we had to wait in the heat with our dogs and I had to call them to get the code to go in the room that we paid for after waiting more then 10 mins! Jennifer was RUDE! Hung up on me. I have pictures of the room that i will share. BTW 2KM to get ice! They are also not affiliated with BLUE MOUNTAIN AT ALL. So when I booked it through booking.com  it clearly says LOGES AT BLUE MOUNTAIN",1,negative,"August 26, 2019",796468 Grey Road 19 706,,Ontario,L9Y 0N6
data\ca\1022639\185596\406346459.html,Blue Mountain Inn by Blue Mountain Resort,"""For the good stuff. Room was clean looks like an older hotel redone but overall 6.5\u002F10.  I wasn't pleased about a few things. Pillows were rock hard, asked room service or reception for softer pillows they sternly said we only carry one kind (the cheapest $5 Walmart kind) needless to say I was in pain after one night and contemplating sleeping at another hotel tonight even though in already paid up. 2 twin beds for 4 people. My 2 very young daughters and wife. Bed was not big enough for 2 and my daughters bed at home a double can fit three, so I was in the edge all night.\n\nPool cold as ice, hot tubs, plenty of them. Luke warm and jets barely worked.\n\nWifi get this., free in lobby but $10 day if accessing from your room? Haven't paid for wifi at a hotel in last 10 years. How ignorant is that making you clients have to sit in the lobby with iPads and laptops?\n\nWill never be back.  Should've booked Weston or offsite hotel. ",2,negative,"August 16, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\406789873.html,Blue Mountain Inn by Blue Mountain Resort,"""It was really good trip n staff was nice except few things like they dont provide water in rooms even there are no bottles u have to go to the gym to get the water that is also in glass not even bottle",4,positive,"August 17, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\408091900.html,Blue Mountain Inn by Blue Mountain Resort,"""We went to Blue Mountain Inn for two nights with out daughter, her husband and 4month old. This is not a new building but the rooms had been updated and were nice. Beds were comfortable - nice bedding and pillows. One downfall was that they only had rooms with two double beds available. Washrooms were good too. - no tub but large showers. This is only a 5 minute walk from the village as well. They also allow pets on the second floor. There was an indoor pool but a bit cloudy. Hot tubs weren't in good working order and need replacing (according to my husband). Kudos to them for bringing a bar fridge to us when the little wine fridge in the room wasn't cold enough for baby needs-- no charge and fast service! Hallways were hot but air conditioned rooms were fine. This is not an elegant or high class place but good for us! We would stay there another time.",4,positive,"August 20, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\408931056.html,Blue Mountain Inn by Blue Mountain Resort,"""Beautiful view of the mountain and combined our visit with trip to Le Scandinave outdoor pools and indoor massage spa. Relax to the Max. Hotel upgraded our room to a Georgous suite. Dinner at the hotel was great. The trendy outdoor shopping village nearby at the base of the mountain is also fun to check out.",5,positive,"August 22, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\409299638.html,Blue Mountain Inn by Blue Mountain Resort,"""This was a cozy hotel with lots to do. There were pool tables, tennis courts, swimming pool, hot tubs, etc. The rooms were clean and cozy as well. Very short walking distance to the village probably about 5 minutes tops. I would definitely return.",4,positive,"August 23, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\415932327.html,Blue Mountain Inn by Blue Mountain Resort,"""We spent 2 nights before Labor Day long weekend, so the rates were very good.\nThe rooms is spacious, A\u002FC very good, mini fridge and flat TV, coffee machine.\nThere is restaurant that serves 3 meals as well as room service till 10:00 pm. But didn't had chance to try it at all.\nIf you return late and room service is not available, you can call Pizza Pizza they deliver to your room till 3:00 am, this is what we have done.\nBathroom is renovated and good size, beds are comfortable and room is clean.\nPersonnel is ok but you have to ask them for what you need. \nThere is a spa at the lobby but have not tried it.\nBuy an activity pass (8 tickets) from the lobby and use them at the village, same price of the pass if you buy it from the village as well.\nThere is shuttle that takes you to village if you can't walk or can't drive, village is 10 minutes walking from the hotel.\nIn the village there is all restaurants and entertainment.\nYou will enjoy the hotel and the whole area.\n\nViviane",5,positive,"September 7, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\420355115.html,Blue Mountain Inn by Blue Mountain Resort,"""Spent one night at the Inn.  Very run down, hotel lobby, hallways are in serious need of an overhaul.  Carpet in hallways, recreational pool table area are worn and smelly.  Paint on the 3rd floor hallways to guestrooms old and outdated and in desperate need of being refreshed.  The jets in all 3 of the hot tubs were not working, took 5 minutes of running the water in the shower to get warm enough water to shower, and within 5 minutes it was cold again.  If you have an allergy to feather\u002Fdown pillows DON'T STAY HERE!!  They do not have foam pillows, their solution is to fill pillowcases with towels as substitute pillows.  Free internet in the lobby only, otherwise there is a daily charge.  Overall a huge disappointment.",2,negative,"September 19, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\424545651.html,Blue Mountain Inn by Blue Mountain Resort,"""4 women 'girls weekend'- stayed in a 2-BR Chateau Ridge Condo.  Nicely furnished, it was great to have social space to hang out (dining room and sitting rooms adjacent to the kitchen).\n\nIt was well-equipped; we weren't sure what to expect but there was a microwave, fridge\u002Ffreezer, dishwasher, kettle, toaster, washer and dryer.  All the dishes, utensils, cutlery, cups, wine glasses, dish soap, dishwasher tabs etc. were all there.\n\nBathrooms were equipped like a hotel with lots of fresh towels, soap, lotion, shampoo and conditioner.\n\nPermit parking closest to the unit is for 1 vehicle.  The others can park on the far end of the Blue Mountain Inn parking lot closest to the condos.\n\nI feel like it was good value for the space we had and everyone appreciated having 2 full bathrooms.\n\nMight have to do with not being as busy in October, but the hot tubs and pool area at the Blue Mountain Inn were much cleaner than last time I visited.  \n\nAlthough I know you can get free \""lite\"" WIFI in the lobby of the hotel, in this day and age it is becoming a basic expectation to have free WIFI in all accommodations like this.  Lack of free WIFI was a frustration for some in our group (yet welcome for others who wanted a tech-free getaway!)\n\nThe accommodation decor is basic, you can hear every foot step from the room above- at night in particular.  Every flush of the toilet can be heard.  Lighting in the unit is laughable- almost every fixture is too small for the space (in terms of bulb capacity) and the bulbs themselves are super dim (dining room, kitchen, bedrooms).  One bedroom has only a single lamp!  Hence the 3-star rating.  They still have some work to do to get to 4 stars or better.  But we'd book it again for a girls weekend.  It was nice to have the path in behind the hotel to the village.",3,negative,"October 2, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\426234512.html,Blue Mountain Inn by Blue Mountain Resort,"""You know when you travel and you come across an employee that really makes your stay you want others to know how good this person represents the company she or he is working for. This happened with us right from check in to check out. The person who checked up in was with us all the way and even went out of her way on her dinner break to pick up a newpaper for us. It was wonderful to have a bottle of wine and chocolates sent to our room for a special celebration. Rooms were very nice and modern having a recent renovation. We really enjoyed our stay here and liked that fact that we had access to a restaurant on the propery. We will be back.",4,positive,"October 8, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\431573307.html,Blue Mountain Inn by Blue Mountain Resort,"""Our room was very nice, and would definitely go the route of a suite as opposed to a double room again.  The hotel hallways and common areas were rundown and tired looking and there were dead bugs in the elevator, which did not work well.  Our experience with the front desk was not ideal.  We called down to ask about robes we saw people using around the pool and the spa, and were promptly told, \""I don't know what you are talking about, this hotel does not have robes.  When checking out, we were not offered a printed copy of our bill.  We were shocked that in this day and age. WiFi was not included in the price of the room at $300\u002Fnight.",3,negative,"October 25, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\443780433.html,Blue Mountain Inn by Blue Mountain Resort,"""the hotel is located By the mountain in the heart of the village ... easy for skiers and practical also for families.  There is a parking space at the hotel and The village shuttle can take you everywhere.",5,positive,"December 12, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\445726388.html,Blue Mountain Inn by Blue Mountain Resort,"""Room clean\nPretty Room\nPet Friendly\nBed and pillows are confy\nPretty big bathroom nice and clean.\nNice pool\nNice pool table\nNice staff very friendly\nI would return\nGood price range.\n\nGood restaurant in hotel 5*",5,positive,"December 20, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\447656892.html,Blue Mountain Inn by Blue Mountain Resort,"""Great location, scenic views, wonderful service, luxury rooms, soft beds, conveniently close to mountain lifts, great restaurants downstairs. Make sure to check the weather. Place to enjoy downhill ski or cross country ski in a winter or great hikes in a summer time.",5,positive,"December 29, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\448126263.html,Blue Mountain Inn by Blue Mountain Resort,"""Nice clean rooms. Well appointed and very friendly staff. They could advice if a first timer is blowing away more money on activity coupons than he can manage- but I guess they would rather take in the business than be worried about ethics or being a counsel. ",4,positive,"December 31, 2016",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\449954098.html,Blue Mountain Inn by Blue Mountain Resort,"""Hotel nice enough...relatively clean and comfortable.  But front desk staff basically useless.  The prices at the Inn Cafe are absolutely ridiculous.  Information is hard to come by.  You'll find descriptions of stuff, but no associated practical details like where, when, and how much.  ",3,negative,"January 6, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\454805545.html,Blue Mountain Inn by Blue Mountain Resort,"""I surprised my husband for a night away here for his birthday! We had great time. I found the price to be quite reasonable! It was a clean and modern room with comfy beds! It was exactly what we needed. Service was good, looking forward to coming back!",5,positive,"January 25, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\454967999.html,Blue Mountain Inn by Blue Mountain Resort,"""Our recent visit to The Blue Mountain Inn this past week was such a delight. We arrived late afternoon and I was greeted at Reception by a terrific receptionist named Jesse. He was gracious and in spite of a few tricky complications, he was able to book us in immediately.\nWe experienced nothing but exceptional customer service and as our visit was a combination of many important family occasions, so very much appreciated.",4,positive,"January 26, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\455214229.html,Blue Mountain Inn by Blue Mountain Resort,"""Very nice 2 day\u002Fnight stay with skiing. My husband and I had our 30th Anniversary and the Inn had left us a bottle of wine and some yummy chocolates. That was a very thoughtful gesture and was appreciated by us very much. Our room was a suite with separate bedroom. Lovely seating area with gas fireplace ,also had a table with 3chairs. No microwave but a small frig. and coffee maker. Definitely will be back again.. Found all the staff very kind and helpful.",5,positive,"January 27, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\455690706.html,Blue Mountain Inn by Blue Mountain Resort,"""We are a family with a young child, stayed here a weekend in January. The rooms are very practical, clean and comfortable. The bathroom was very nice, not large but some thought went into the design. \n\nThe room was clean, with a fridge and good selection of TV channels. The beds were very comfortable. \n\nI would suggest staying on a high floor, away from the far side of the hotel closest to the lifts. There is a restaurant on the second floor and it is loud at night. \n\nThere are lifts right next to the hotel for easy access to the slopes which is nice. \n\nThere is also a bus stop for transfers into the village right outside. The longest we waited for a transfer was 15 minutes and that was because of a bus getting stuck in the 15cm of snow in one night. \n\nThe hotel also had a pool in the basement, indoor and outdoor hot tub as well as a fitness center. There are nice change rooms and towels to use. \n\nI would definitely stay here again. So much to do and not enough time.",4,positive,"January 29, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\455924640.html,Blue Mountain Inn by Blue Mountain Resort,"""We arrived at 2am, and the guy at front desk didn't give us the right information. We complained next morning and Adriana Aldape was EXCELLENT!!! She gave us all the information, she was really kind.\n\nThe hotel is awesome, has indoor pool, outdoor hot tub with an astonishing view of the mountain.\n\nIt is a great hotel, we had a blast and lots of fun.\n\nWe want to go back again!!! CAN'T WAIT!!!!",5,positive,"January 30, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\468224387.html,Blue Mountain Inn by Blue Mountain Resort,"""We came up during march break for a mini vacation on March 12th and had a great time and great skiing. The hotel is really nice and fully reno'd. We had an issue and I would say that the supervisor at the front desk management and the gentleman who was our agent fixed it soo quickly and in such a nice manner that it is an example to other companies on front desk management. I really do apologize for not getting their names but props to you !!",5,positive,"March 18, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\468928248.html,Blue Mountain Inn by Blue Mountain Resort,"""The man who checked us in (young guy from Australia) was amazing. Very friendly and anticipatory of our needs and answered all our questions. He's the best. We arrived early and stored our bags, no problem. Upon check-in later on, we had just placed our bags and an attendant brought us a bottle of wine, 2 glasses and some chocolates. A very nice touch! To be honest neither was very good, but it's still the thought that counts.\n\nLater on when settling in, I noticed some hair on the pillow and also some sticky glass marks on the side table. Not impressed at all. I wanted to call to mention, but it was already late and we didn't have the energy. I wiped it myself and cringingly took off the previous guests' hair from the pillow. \n\nThe room was oddly set up in a way (accessible room, so larger), with the mini fridge right in front of the end of the bed just sitting on the floor. When we went to make coffee, we had to move the coffee maker because there was no plug where it was sitting on the dresser. We actually had to set it up on the table by the two chairs in the corner, which was quite awkward. \n\nWe realized we had forgotten to ask the gentleman for a late check out and therefore called and asked a cold and unprofessional woman for even the slightest late check-out to which she declined. Now, I work in a hotel and I do the same job as her, and I couldn't believe her attitude. She was extremely casual, saying \""I don't think so, but lemme check\"", and then a solid \""no\"". Well, I know they weren't busy the next day, which was a Monday, because I checked the rates a million times when deciding which day to come. Monday was one of the cheapest days!  Saturday was sold out so we had stayed over Sunday night. And check-out is an extremely early 11am. Not even 11:30am? \""It's our anniversary\"", I said. She simply said no. \n\nNow back to the good...The outdoor hot tubs were super cool! Yes, it was freezing out, and yes, we froze our butts off running the 30 seconds to hop in, but it was worth it. Very unique experience, especially at night.  Perfect for our anniversary.\n\nOverall it was just below average. I didn't expect much, considering it was the cheapest option we saw, but I did expect a clean room. I expected at least average customer service. Would we stay here again? No. But we'll probably choose another ski resort altogether next time anyway. At least the skiing was fun.",2,negative,"March 20, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\469170981.html,Blue Mountain Inn by Blue Mountain Resort,"""I booked the weekend for my two boys and I for their Christmas present. We booked it online and what I had booked was the village and pictured while booking was the outdoor heated pool. When I had called to confirm the reservation I was told that we were not stay at the hotel with the heated pool but assured that the indoor pool and rooms were also very nice. When we arrived, we discovered that we were not in the village at all but in the Blue Mountain Inn. Talking with the people at the front desk, they said that there was nothing that they can do. I explained that the rooms featured on the booking site and where we are staying is completely different. The rooms were tiny and the bathroom was so small you could barley get dressed in it after the shower. I feel completely ripped off because what I had booked and what I had been told I get was totally not the same thing and there was nothing anyone could do about it. So disappointed with the customer service.",1,negative,"March 21, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\469518658.html,Blue Mountain Inn by Blue Mountain Resort,"""The most important thing to expect from any accommodation for every traveller is a good night sleep. If the stay is not comfortable, it really doesn't matter if it has a good location.  Compared to the other resorts under the Blue Mountain umbrella, this hotel doesn't match to the standards. The biggest complaint being the extremely noisy heater in the room. It was so loud that we couldn't sleep until few hours later when we finally decided to turn it off, but that leaves us waking up freezing. It was unexpected to see renovated rooms with such old-fashioned heaters. If you are travelling to blue mountain, I would not recommend this hotel, unless you are a very sound sleeper.",1,negative,"March 22, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\473270903.html,Blue Mountain Inn by Blue Mountain Resort,"""We stayed at the blue mountain inn for 3 nights for a dance competition this past month.  The rooms were clean and beds were comfortable.  Our family of four were comfy with room to spare. The bathroom was updated with a great shower(no tub).   Just missing a microwave in the room for warming up snacks.  We'll be back again.",4,positive,"April 6, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\485467917.html,Blue Mountain Inn by Blue Mountain Resort,"""Stayed with this hotel though they booked me in a studio in the village room was ok and kitchenette was great.  Main issue is there was no notice pools were closed and despite having booked through the inn and being part of a massive group there they would not give us access to the indoor pool at the inn.  You would think that if they have a kids dance competition happening and the weather is 30 degrees they would have the pools open.  Very disappointed.  The front desk was practically rude when I asked for the access.\n",2,negative,"May 18, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\486028439.html,Blue Mountain Inn by Blue Mountain Resort,"""I stayed here while attending a conference in the village. Found the room cozy and very quiet. Not too long a walk to get to the village. Front desk staff were courteous and the place seemed very clean. Not sure I'll ever be back to the area as I live on the other side of the country, but if I do return I would stay here again.",4,positive,"May 20, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
data\ca\1022639\185596\487468935.html,Blue Mountain Inn by Blue Mountain Resort,"""First, its clear the hotel does not give any thought to assigning rooms.  I was here for a conference.  I was assigned a room quite a distance from the conference centre, overlooking the activity centre.  Which was loud in the evening, featuring screaming from the young people.\n\nIt also had an adjoining room which I did not require and which I would not have preferred.\n\nThe room itself was serviceable, if a bit smallish.  The television was small and placed awkwardly.  Very, very difficult to see from the bed.  The \""dresser\"" had four small drawers, all of which were packed full of extra blankets and pillows and thus unavailable.  Any clothes had to be placed on the open shelves of the dresser, visible to all entering the room.\n\nIt may be a resort, but don't expect resort touches like bathrobes.  There are rooms with balconies, but i was not given one despite fact that the room next door had one and was not occupied.\n\nHousekeeping is minimal.  Used glasses (two not hundreds) left unwashed on the coffee table.  Towel left draped were I had left it. \n\nIts okay.  Just okay.",3,negative,"May 24, 2017",108 Jozo Weider Blvd,,Ontario,L9Y 3Z2
